"","V1","V2"
"1",0.610397778276925,0.238451932699243
"2",0.617294445610562,0.268213527908999
"3",0.336388194640515,0.342725639694302
"4",0.424036409917996,0.240572006442636
"5",0.493943909758952,0.480564354194766
"6",0.299274634309504,0.26661499230648
"7",0.274383637438104,0.218290031399571
"8",0.367087772540244,0.3386508579595
"9",0.233535404938878,0.10008319976293
"10",0.367329114991421,0.338710220024315
"11",0.256847449502576,0.393726133665373
"12",0.356186456737076,0.339265679345084
"13",0.462356682504894,0.338854385038866
"14",0.377686387641936,0.17915347009653
"15",0.36081695935966,0.33957521011162
"16",0.642140446431742,0.326710602636709
"17",0.397791440989993,0.320910080874785
"18",0.348083077147554,0.341758886067315
"19",0.462127611703776,0.420549306666786
"20",0.355998291436158,0.465223500587572
"21",0.314618287434338,0.315219802947517
"22",0.353858933775724,0.330662420094394
"23",0.469515145039807,0.268802908409662
"24",0.59923466727248,0.461572733601448
"25",0.337934422548057,0.263006626795225
"26",0.352787209670497,0.372601718886202
"27",0.195391026002839,0.321770830814602
"28",0.368842618498803,0.291381693776802
"29",0.377461407390839,0.340737010522999
"30",0.220425192124936,0.320104452852295
"31",0.399022696545999,0.0987941949269472
"32",0.303954223532327,0.335258739970071
"33",0.452584358507232,0.239037073052419
"34",0.18529963910362,0.0230863615503698
"35",0.4552227632701,0.317916536749113
"36",0.391581986059709,0.241653244051766
"37",0.337431284895603,0.31898929406327
"38",0.350332879658527,0.444476458934724
"39",0.36500159203007,0.255654211053136
"40",0.40469219887365,0.236234335563653
"41",0.41875960039226,0.242687840038542
"42",0.453193850460204,0.35935549813748
"43",0.373722644672604,0.305285137385975
"44",0.50567969776619,0.271783732092873
"45",0.275042215991316,0.575276528607122
"46",0.1191104492308,0.352257491244599
"47",0.475974123521309,0.354653174574633
"48",0.190768704480294,0.538658614911231
"49",0.36829448479613,0.33948192686691
"50",0.369566645852334,0.260449817860692
"51",0.421213930404231,0.413769310835414
"52",0.167575285867175,0.617754326129751
"53",0.0475380955317246,0.0623628477204754
"54",0.363696706573705,0.329403096290818
"55",0.342364488219663,0.530827062503136
"56",0.36169233706393,0.400917423802964
"57",0.582974730943176,0.309720331657154
"58",0.40636114328179,0.443272257048477
"59",0.259988991917898,0.579732923615735
"60",0.532726414498103,0.426133580906885
"61",0.707981939552866,0.164626724806798
"62",0.578974173023665,0.331993826405245
"63",0.102637804300459,0.293327921473237
"64",0.337390379395403,0.185093916725518
"65",0.403358679567146,0.339312320967439
"66",0.465334602919418,0.202414919209042
"67",0.36495659597985,0.337014161029601
"68",0.360739238909281,0.0138979619465029
"69",0.371881897163626,0.163672691622271
"70",0.332322187920684,0.147755177956874
"71",0.390207561253005,0.245583860772018
"72",0.340523740710685,0.155883540689044
"73",0.431554840854666,0.0720176635478889
"74",0.348778470650946,0.540066343876845
"75",0.360309731157186,0.35312672147939
"76",0.0027588444633255,0.194765693142879
"77",0.374737101077552,0.337798588314656
"78",0.321322698917037,0.544437935935722
"79",0.376929635888246,0.427367463825539
"80",0.28139074962228,0.290181732038041
"81",0.413580964067003,0.165780044923204
"82",0.447974308634747,0.381243139464273
"83",0.366106040535456,0.339028231085824
"84",0.453116130009825,0.701471798108869
"85",0.353580776374368,0.360928592855078
"86",0.205388330251598,0.265415030567719
"87",0.509193480233328,0.183147689029083
"88",0.400307129252263,0.181426189149447
"89",0.281083958370783,0.667707503671586
"90",0.347166793943085,0.431539768952538
"91",0.369427567151656,0.333117465489244
"92",0.375514305581343,0.452197767508163
"93",0.39312821396725,0.326935330453508
"94",0.247488271056929,0.312930123304652
"95",0.414746770822689,0.147585572057402
"96",0.372196869515163,0.329983996496508
"97",0.385937027032177,0.390401858035733
"98",0.541656085191656,0.358210658316048
"99",0.376295600635153,0.325264712343714
